,timestamp,price_change,close,score_change,raw_score
0,1614006000,0.0,761.99,0.0,-0.47
1,1614007800,-1.09,753.72,-1.42,-1.89
2,1614009600,-1.37,743.4,2.36,0.47
3,1614011400,0.1,744.18,2.36,2.83
4,1614013200,0.14,745.23,-3.77,-0.94
5,1614015000,-0.53,741.25,2.83,1.89
6,1614016800,0.64,745.99,-0.47,1.42
7,1614018600,-0.42,742.88,-0.94,0.47
8,1614020400,-0.09,742.19,-0.94,-0.47
9,1614022200,-0.55,738.08,3.3,2.83
10,1614024000,-0.4,735.16,-1.89,0.94
11,1614025800,-1.67,722.88,-2.83,-1.89
12,1614027600,-1.16,714.5,0.0,-1.89
13,1614029400,0.07,715.0,0.94,-0.94
14,1614031200,0.19,716.36,-0.47,-1.42
15,1614033000,-0.26,714.5,2.83,1.42
16,1614070800,-2.59,696.0,-1.89,-0.47
17,1614072600,-1.58,685.0,0.94,0.47
18,1614074400,-0.85,679.21,0.47,0.94
19,1614076200,-3.37,656.31,0.0,0.94
20,1614078000,0.96,662.63,-0.94,0.0
21,1614079800,1.26,671.0,4.72,4.72
22,1614081600,0.6,675.0,-3.3,1.42
23,1614083400,0.56,678.8,0.94,2.36
24,1614085200,0.03,679.03,-0.47,1.89
25,1614087000,-0.3,677.0,-0.47,1.42
26,1614088800,0.13,677.88,0.94,2.36
27,1614090600,-1.27,669.25,5.19,7.55
28,1614092400,-2.17,654.74,-1.89,5.66
29,1614094200,5.02,687.62,-0.94,4.72
30,1614096000,1.59,698.55,5.66,10.38
31,1614097800,-1.8,686.0,-5.66,4.72
32,1614099600,-1.38,676.55,-0.47,4.25
33,1614101400,0.91,682.69,2.36,6.6
34,1614103200,-1.19,674.55,-4.72,1.89
35,1614105000,2.47,691.2,2.83,4.72
36,1614106800,-0.79,685.72,-3.77,0.94
37,1614108600,0.69,690.42,2.83,3.77
38,1614110400,-0.3,688.34,1.42,5.19
39,1614112200,3.17,710.17,1.89,7.08
40,1614114000,-1.62,698.7,-2.36,4.72
41,1614115800,0.33,701.0,-3.3,1.42
42,1614117600,1.5,711.5,4.72,6.13
43,1614119400,0.49,715.02,-0.94,5.19
44,1614121200,-0.0,715.0,-5.66,-0.47
45,1614123000,0.18,716.31,4.25,3.77
46,1614124800,0.31,718.5,-1.42,2.36
47,1614126600,-0.22,716.95,-1.42,0.94
48,1614157200,0.76,722.39,-0.47,0.47
49,1614159000,-1.02,715.0,0.94,1.42
50,1614160800,1.4,725.0,-0.94,0.47
51,1614162600,0.14,726.01,2.83,3.3
52,1614164400,-0.35,723.5,-4.25,-0.94
53,1614166200,-0.41,720.5,1.42,0.47
54,1614168000,0.4,723.36,0.47,0.94
55,1614169800,0.71,728.5,3.77,4.72
56,1614171600,0.12,729.4,0.47,5.19
57,1614173400,-0.59,725.1,1.89,7.08
58,1614175200,-1.97,710.8,-3.77,3.3
59,1614177000,0.23,712.4,-0.47,2.83
60,1614178800,-0.21,710.88,-2.83,0.0
61,1614180600,-0.4,708.01,2.36,2.36
62,1614182400,1.84,721.02,0.47,2.83
63,1614184200,0.86,727.19,3.77,6.6
64,1614186000,0.17,728.41,-0.47,6.13
65,1614187800,1.08,736.27,0.0,6.13
66,1614189600,-1.01,728.85,-2.83,3.3
67,1614191400,0.7,733.93,0.47,3.77
68,1614193200,-0.99,726.63,-5.19,-1.42
69,1614195000,0.19,728.0,2.83,1.42
70,1614196800,-0.18,726.66,-1.42,0.0
71,1614198600,1.46,737.28,1.89,1.89
72,1614200400,0.78,743.05,0.47,2.36
73,1614202200,-0.38,740.26,0.47,2.83
74,1614204000,-0.31,738.0,-1.89,0.94
75,1614205800,-0.14,737.0,8.02,8.96
76,1614207600,-0.52,733.15,-4.25,4.72
77,1614209400,0.33,735.59,-0.47,4.25
78,1614211200,0.42,738.68,-1.89,2.36
79,1614213000,0.07,739.2,0.47,2.83
80,1614243600,-0.64,734.48,-0.94,1.89
81,1614245400,-0.61,730.0,0.94,2.83
82,1614247200,-0.08,729.4,-4.72,-1.89
83,1614249000,0.67,734.27,0.47,-1.42
84,1614250800,-0.04,734.0,2.83,1.42
85,1614252600,-0.77,728.35,0.94,2.36
86,1614254400,0.22,729.95,-1.42,0.94
87,1614256200,-1.09,722.0,-2.36,-1.42
88,1614258000,-0.42,719.0,5.19,3.77
89,1614259800,-0.22,717.41,-2.36,1.42
90,1614261600,0.91,723.91,0.0,1.42
91,1614263400,-0.2,722.43,1.89,3.3
92,1614265200,-0.06,722.02,0.47,3.77
93,1614267000,-0.32,719.72,-3.3,0.47
94,1614268800,-0.79,714.0,1.89,2.36
95,1614270600,0.09,714.65,0.47,2.83
96,1614272400,-2.12,699.49,0.47,3.3
97,1614274200,-1.71,687.55,-1.42,1.89
98,1614276000,0.29,689.56,-0.47,1.42
99,1614277800,1.6,700.6,-1.89,-0.47
100,1614279600,-0.03,700.42,1.42,0.94
101,1614281400,0.15,701.5,3.3,4.25
102,1614283200,-1.13,693.55,-3.3,0.94
103,1614285000,-1.16,685.49,3.3,4.25
104,1614286800,-0.36,683.05,-2.83,1.42
105,1614288600,-1.0,676.2,-1.89,-0.47
106,1614290400,1.15,684.0,4.72,4.25
107,1614292200,-0.58,680.0,0.47,4.72
108,1614294000,-0.22,678.5,0.47,5.19
109,1614295800,0.24,680.1,-2.36,2.83
110,1614297600,-0.75,675.01,-2.36,0.47
111,1614299400,-2.08,661.0,-3.3,-2.83
112,1614330000,3.16,681.88,3.77,0.94
113,1614331800,0.46,685.0,0.94,1.89
114,1614333600,-0.44,682.0,-2.36,-0.47
115,1614335400,-1.91,669.0,0.47,0.0
116,1614337200,-0.37,666.5,1.42,1.42
117,1614339000,-0.53,662.95,-0.94,0.47
118,1614340800,0.31,665.0,-1.89,-1.42
119,1614342600,1.64,675.9,0.0,-1.42
120,1614344400,-0.24,674.25,3.3,1.89
121,1614346200,1.3,683.0,0.94,2.83
122,1614348000,2.2,698.0,-1.42,1.42
123,1614349800,0.34,700.4,0.94,2.36
124,1614351600,-4.57,668.4,-0.47,1.89
125,1614353400,-0.9,662.41,-4.25,-2.36
126,1614355200,2.78,680.8,3.77,1.42
127,1614357000,0.63,685.08,1.42,2.83
128,1614358800,0.57,688.99,-3.77,-0.94
129,1614360600,-0.15,687.98,2.83,1.89
130,1614362400,-1.36,678.62,1.89,3.77
131,1614364200,0.17,679.77,0.47,4.25
132,1614366000,-0.49,676.45,-6.13,-1.89
133,1614367800,0.4,679.15,-1.42,-3.3
134,1614369600,0.6,683.21,7.08,3.77
135,1614371400,-0.62,679.0,-1.89,1.89
136,1614373200,-0.77,673.79,-2.83,-0.94
